Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels
POK MON,Sammelkarten-Boosterbundle Karmesin Purpur,"€ 29,99",,Kein Mengenpreis,»Karmesin & Purpur - Prismatische Entwicklungen« > Enthält 6 Boosterpacks > Für Kinder ab 6 Jahren,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_418.jpg,cat_non_food
HARRY,Sammy s Super-Sandwich,"€ 1,49",,1 kg = 1.99,"Weizentoastbrot, Original oder Vollkorn",Nein,Dieses Angebot findest du vom 02.03. bis 04.03. in deiner Kaufland-Filiale.,2026-03-02,2026-03-04,images_kaufland/kaufland_offer_676.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed"
K-PURLAND,Sauerbraten vom Rind,"€ 15,99",,Kein Mengenpreis,"vom Rind, würzig eingelegt nach traditioneller Art",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_084.jpg,cat_fleisch_wurst
SPICE SOUL,Schiefer-Servierplatten je ca 34 x 34 cm,"€ 3,99",,Kein Mengenpreis,Naturprodukt - jedes Stück ein Unikat Mit Anti-Rutsch-Füßen aus Silikon Temperaturbeständig von -10 bis +60 °C Leicht zu reinigen Größe je ca. 34 x 34 cm 3 Jahre Garantie,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_431.jpg,cat_non_food
SPICE SOUL,Schiefer-Servierplatten je ca 35 x 15 cm,"€ 3,99",,Kein Mengenpreis,Naturprodukt - jedes Stück ein Unikat Mit Anti-Rutsch-Füßen aus Silikon Temperaturbeständig von -10 bis +60 °C Leicht zu reinigen Größe je ca. 35 x 15 cm 3 Jahre Garantie,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_430.jpg,cat_non_food
SPICE SOUL,Schiefer-Untersetzer je ca 10 x 10 cm,"€ 3,99",,Kein Mengenpreis,Naturprodukt - jedes Stück ein Unikat Mit Anti-Rutsch-Füßen aus Silikon Temperaturbeständig von -10 bis +60 °C Leicht zu reinigen Größe je ca. 10 x 10 cm 3 Jahre Garantie,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_433.jpg,cat_non_food
K-CLASSIC,Schlemmerfilet,"€ 1,99",2.49,1 kg = 4.98,versch. Sorten,Nein,Dieses Angebot findest du vom 02.03. bis 04.03. in deiner Kaufland-Filiale.,2026-03-02,2026-03-04,images_kaufland/kaufland_offer_671.jpg,cat_fisch_meeresfruechte
FRANKENLAND,Schmand,"€ 0,99",1.29,1 kg = 4.95,"Sauerrahm, 24 % Fett",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_128.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte,sub_sahne_creme"
HOCHLAND,Schmelzkäse,"€ 1,69",,1 kg = 8.45 - 11.27,"versch. Sorten, 35 - 51 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_144.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,tag_ultra_processed"
MILKA,Schoko-Donuts,"€ 2,39",2.99,1 kg = 10.67,Gebäck mit Alpenmilchschokolade,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_220.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed"
K-CLASSIC,Schoko-Röllchen,"€ 1,59",1.99,1 kg = 12.72,mit Vollmilch- oder Zartbitterschokolade,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_251.jpg,cat_grundnahrung
MILKA,Schokolade,"€ 2,39",3.99,1 kg = 12.58,versch. Sorten,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_268.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed"
LINDT,Schokolade Edelbitter Mousse,"€ 3,99",5.99,1 kg = 26.60,"mit 70 % Kakao, versch. Sorten",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_269.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed"
K-CLASSIC,Schupfnudeln oder Spätzle XXL,"€ 2,99",,Kein Mengenpreis,pfannenfertig,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_184.jpg,cat_grundnahrung
K-PURLAND,Schweinenacken -kamm ohne Knochen,"€ 5,99",8.99,Kein Mengenpreis,"ohne Knochen, am Stück",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_082.jpg,cat_fleisch_wurst
K-WERTSCHÄTZE,Schweineschnitzel,"€ 8,99",14.90,Kein Mengenpreis,"ideal für Schnitzel Wiener Art, aus eigener Herstellung",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_106.jpg,"cat_fleisch_wurst,sub_schwein"
Keine Marke,Schweizer Weckli,"€ 0,44",,Kein Mengenpreis,"rustikale Brötchen mit original schweiz. Ruchmehl, knusprige Kruste und lockere, saftige Krume",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_222.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,tag_whole_food"
Keine Marke,Sennenkäse,"€ 1,69",2.19,Kein Mengenpreis,"schweiz. Schnittkäse aus Rohmilch, 50 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 02.03. bis 04.03. in deiner Kaufland-Filiale.,2026-03-02,2026-03-04,images_kaufland/kaufland_offer_658.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,sub_kaese,sub_milchprodukte,tag_whole_food"
PHILIPS,Senseo HD6552 19 Kaffeepadmaschine,"€ 49,99",,Kein Mengenpreis,"Crema Plus für eine feine, samtige Crema-Schicht Kaffee-Boost für intensiveren Geschmack Brühdauer für 1 Tasse nur 30 sec Abnehmbarer Wassertank ca. 0,7 l (5 Tassen) Abschaltautomatik nach ca. 30 min Kaffeepadhalter für 1 oder 2 Pads Max. 1.450 W",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_380.jpg,cat_non_food
HEAD SHOULDERS,Shampoo XXL,"€ 8,88",,1 l = 11.10,versch. Sorten,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_336.jpg,cat_drogerie
PARKSIDE,Silikon-Öl-Spray,"€ 2,99",,1 l = 9.97,"Schutz-, Gleit-, Trenn- und Pflegemittel Für Kunststoffe, Holz, Gummi und Metalle Pflegt Gummidichtungen und Kunststoffe Schmiert fleckenfrei und unsichtbar Hohe Temperaturbeständigkeit Fettfrei, farb- und geruchlos Wasserabweisend Leicht dosierbar und sparsam im Gebrauch",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_393.jpg,cat_non_food
TRUE FRUITS,Smoothie,"€ 3,49",4.69,1 l = 4.66,versch. Sorten,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_287.jpg,"cat_getraenke,tag_ultra_processed"
MAGGI,Soße,"€ 2,00",,1 l = 1.34,"ergibt 2 x 250 ml, versch. Sorten",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_233.jpg,"cat_grundnahrung,tag_ultra_processed"
Keine Marke,Span Mandarinen XXL,"€ 3,49",,1 kg = 1.75,"Sorte laut Auszeichnung, Kl. I",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_047.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
Keine Marke,Span Paprika XXL,"€ 2,99",,Kein Mengenpreis,"gemischt in den Farben Rot, Gelb und Grün, Kl. I",Nein,Dieses Angebot findest du vom 02.03. bis 04.03. in deiner Kaufland-Filiale.,2026-03-02,2026-03-04,images_kaufland/kaufland_offer_663.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food"
Keine Marke,Span Staudensellerie,"€ 0,99",1.29,Kein Mengenpreis,Kl. I,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_062.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Keine Marke,Span griech Erdbeeren,"€ 3,49",4.49,1 kg = 8.73,Kl. I,Nein,Dieses Angebot findest du vom 02.03. bis 04.03. in deiner Kaufland-Filiale.,2026-03-02,2026-03-04,images_kaufland/kaufland_offer_662.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food"
Keine Marke,Span ital Bio-Zitronen,"€ 1,49",1.79,1 kg = 2.98,"Sorte laut Auszeichnung, Kl. I",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_051.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food"
Keine Marke,Span ital Broccoli,"€ 0,99",1.59,1 kg = 1.98,Kl. I,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_048.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food"
PARKSIDE,Spitzmeißel,"€ 2,99",,Kein Mengenpreis,Zum Entfernen von Wand- und Bodenfliesen Länge 250 mm Aufnahme gemäß SDS-plus-System,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_404.jpg,cat_non_food
COCA-COLA FANTA,SPRITE oder MEZZO MIX Erfrischungsgetränke,"€ 11,99",15.99,1 l = 1.00,"z. T. koffeinhaltig, versch. Sorten (+ 3.30 Pfand)",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_288.jpg,"cat_getraenke,tag_ultra_processed"
Keine Marke,Squishmallowfigur Pok mon,"€ 14,99",UVP 22.99,Kein Mengenpreis,Aus weichem Plüschmaterial Ideal zum Schmusen und Sammeln Größe ca. 25 cm Für Kinder ab 3 Jahren,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_416.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
FLYING GOOSE,Sriracha-Sauce,"€ 1,79",2.29,1 l = 8.95,"sehr scharfe Chilisauce oder würzige, cremig-scharfe Mayo",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_210.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan"
MAGIC BULLET,Standmixer MBR04,"€ 24,99",34.99,Kein Mengenpreis,"Zaubert Smoothies für den täglichen Vitaminkick Ideal auch für Saucen, Dips, Getränke und Snacks Einfache Bedienung: drücken, drehen, mixen Kreuzklinge aus Edelstahl 200 W Inkl. To-go-Becher (ca. 560 ml)",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_381.jpg,cat_non_food
KAUFLAND MOBIL,Starterpaket,"€ 4,99",,Kein Mengenpreis,Mit neuer SIM-Karte Inkl. 10 € Startguthaben Informationen und Aktivierung: kaufland-mobil.de,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_419.jpg,cat_non_food
PARKSIDE,Steckschlüssel-Satz,"€ 12,99",12.99,Kein Mengenpreis,"Aus Chrom-Vanadium-Stahl (CrV) und S2-Stahl Schwenkkopf-Ratsche mit 270° rotierendem Kopf 6,35-mm-Vierkantantrieb (1/4 Zoll) Mit Schnellauswurf Verlängerung mit Wobble-Funktion Ermöglicht Arbeiten mit Winkel bis 10° Stufe 1: Arbeitswinkel bis 10°, max. 50 Nm Stufe 2: Fester Sitz der Einsätze, max. 62 Nm Inkl. Kunststoffkoffer 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_385.jpg,cat_non_food
MAGGI,Suppe,"€ 0,89",1.19,1 l = 1.19 - 1.78,"Für Genießer, Immun oder Bio, ergibt 500 - 750 ml, versch. Sorten",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_231.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegetarian,tag_ultra_processed"
TANTE FANNY,Sweet-Cinnamon-Roll-Kit,"€ 2,99",,1 kg = 4.99,süßer Hefeteig mit Apfel-Zimtfüllung für Zimtschnecken,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_180.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed"
DR OETKER,Süße Mahlzeit,"€ 0,99",,1 kg = 6.34 - 8.61,"Milchreis, klassisch oder Vanille-Geschmack, oder Grießbrei",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_247.jpg,"cat_grundnahrung,tag_ultra_processed"
O B,Tampons ProComfort,"€ 3,95",4.95,Kein Mengenpreis,versch. Sorten,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_326.jpg,cat_drogerie
RÜGENWALDER MÜHLE,Teewurst oder Leberwurst,"€ 1,69",,1 kg = 13.52,versch. Sorten,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_099.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed"
MEBUS,Thermo- Hygrometer 11332,"€ 7,99",9.99,Kein Mengenpreis,"Zeigt Temperatur, Luftfeuchtigkeit 30-Tage-Auswertung per Bluetooth/App Mit Indikator für das Wohnraumklima Höhe je ca. 4 cm Inkl. Batterie",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_377.jpg,cat_non_food
MEBUS,Thermo- Hygrometer 40996,"€ 7,99",9.99,Kein Mengenpreis,"Zeigt Raumtemperatur, Luftfeuchtigkeit, Uhrzeit 30-Tage-Auswertung per Bluetooth/App Mit Indikator für das Wohnraumklima Höhe ca. 9 cm Inkl. Batterien",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_376.jpg,cat_non_food
YFOOD,This is Food Trinkmahlzeit,"€ 2,99",3.99,1 l = 5.98,"mit Protein, Vitaminen, Mineralien und Ballaststoffen, versch. Sorten (+ 0.25 Pfand)",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_135.jpg,"cat_molkerei_kaese,tag_ultra_processed"
SAUPIQUET,Thunfisch-Salat,"€ 2,29",,1 kg = 14.32,versch. Sorten,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_203.jpg,"cat_grundnahrung,sub_salate,tag_ultra_processed"
KEEEPER,Tiefkühldosen-Set 3-teilig Mia Polar,"€ 2,49",,Kein Mengenpreis,"Aus Kunststoff Mit wiederbeschreibbaren Deckeln Eck-Laschen für einfaches Öffnen Dosen nestbar, mit Deckel stapelbar Spülmaschinengeeignet Fassungsvermögen je ca. 1,25 l Größe je ca. B 21 x H 6,5 x T 16 cm",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_478.jpg,cat_non_food
KEEEPER,Tiefkühldosen-Set 5-teilig Mia Polar,"€ 2,99",,Kein Mengenpreis,"Aus Kunststoff Mit wiederbeschreibbaren Deckeln Eck-Laschen für einfaches Öffnen Dosen nestbar, mit Deckel stapelbar Spülmaschinengeeignet Fassungsvermögen je ca. 0,5 l Größe je ca. B 16 x H 6 x T 11 cm",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_481.jpg,cat_non_food
KEEEPER,Tiefkühldosen-Set Mia Polar,"€ 2,49",,Kein Mengenpreis,"Aus Kunststoff Mit wiederbeschreibbaren Deckeln Einfaches Öffnen dank Ecklaschen Dosen nestbar, mit Deckel stapelbar Spülmaschinengeeignet Fassungsvermögen je ca. 1 l Größe je ca. B 16 x H 12 x T 11 cm",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_426.jpg,cat_non_food
K-CLASSIC,Toastbrötchen,"€ 0,79",0.99,1 kg = 2.36,"Weizen, Mehrkorn oder Dinkel",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_224.jpg,cat_grundnahrung
STORCK,Toffifee,"€ 3,99",4.79,1 kg = 9.98,Haselnuss in Caramel mit Nougatcreme und Schokolade,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_271.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed"
K-CLASSIC,Toilettenpapier XXL,"€ 5,99",,Kein Mengenpreis,4-lagig,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_323.jpg,cat_drogerie
LINDT,Tokyo Style Chocolade Tafel,"€ 9,99",,1 kg = 68.90,Matcha Strawberry,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_270.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed"
MUTTI,Tomatenprodukt,"€ 3,00",4.17,1 kg = 2.00 - 5.00,"Pizzasauce, Passierte Tomaten oder Tomatenmark",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_200.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
BERGNER,Topf Mocha,"€ 34,99",,Kein Mengenpreis,Aus Aluminiumguss Mit natürlichen Antihaft-Eigenschaften Glasdeckel mit Dampfaustritt Für alle Herdarten geeignet Größe ca. Ø 28 x 12 cm,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_439.jpg,cat_non_food
K-CLASSIC,Tortelloni XXL,"€ 2,99",,1 kg = 3.99) / (1 kg = 3.32)**,"mit Fleisch-, Spinat-Ricotta- oder Tomate-Mozzarella-Füllung",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_179.jpg,cat_grundnahrung
COLGATE,Total Zahncreme,"€ 2,29",3.45,1 l = 30.54,Original oder Gesunde Frische,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_340.jpg,cat_drogerie
KILBEGGAN,Traditional Irish Whiskey,"€ 10,79",16.99,1 l = 15.42,"2-fach destilliert, aus der ältesten Destillerie Irlands, 40 Vol. %",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_301.jpg,cat_getraenke
LE FAVORI,Triple Sec,"€ 8,49",10.99,1 l = 12.13,"franz. Orangen-Likör, 40 Vol. %",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_296.jpg,cat_getraenke
ONE FOR ALL,TV-Wandhalterung WM2410,"€ 7,99",UVP 21.99,Kein Mengenpreis,Für Bildschirme mit 24 bis 65 Zoll Wandabstand ca. 21 mm Für VESA-Standards 100 x 100 bis 400 x 400 mm Tragkraft max. 50 kg Inkl. Befestigungsmaterial,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_355.jpg,cat_non_food
SBS,TWS-In-Ear-Kopfhörer MUSIC HERO,"€ 14,99",UVP 34.95,Kein Mengenpreis,"Transparentes Design True-Wireless-Stereo-Technologie (TWS) Stabile automatische Verbindung bis zu 10 m Einschaltautomatik beim Entnehmen aus dem Etui Integriertes Freisprechmikrofon für Telefonate Musik- und Gesprächszeit bis zu 3 h Bis zu 4 x Nachladen per Ladeetui (max. 15 h) Wiederaufladezeit im Ladeetui ca. 1,5 h Inkl. USB-Ladekabel für das Ladeetui",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_362.jpg,cat_non_food
COPPENRATH WIESE,Unsere Goldstücke,"€ 1,89",,1 kg = 4.50 - 4.73,"Dinkelbrötchen oder Fit & Vital, zum Aufbacken",Nein,Dieses Angebot findest du vom 02.03. bis 04.03. in deiner Kaufland-Filiale.,2026-03-02,2026-03-04,images_kaufland/kaufland_offer_670.jpg,"cat_grundnahrung,diet_vegetarian,sub_milchprodukte,tag_ultra_processed"
ASBACH,Uralt,"€ 9,79",13.99,1 l = 13.99,"Weinbrand, gereift in Limousin-Eichenfässern, 36 Vol. %",Nein,Dieses Angebot findest du vom 02.03. bis 04.03. in deiner Kaufland-Filiale.,2026-03-02,2026-03-04,images_kaufland/kaufland_offer_687.jpg,cat_non_food
INTENSO,USB-Stick 64 GB Speed Line,"€ 6,99",UVP 14.99,Kein Mengenpreis,Speicherkapazität 64 GB USB 3.2 Gen 1x1,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_373.jpg,cat_non_food
INTENSO,USB-Stick Twist-Line 64 GB,"€ 7,99",UVP 16.99,Kein Mengenpreis,Speicherkapazität 64 GB USB-A/USB-C USB 3.2 Gen 1x1,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_370.jpg,cat_non_food
RÜGENWALDER MÜHLE,Vegane Pfannen- oder Grillprodukte,"€ 2,79",,1 kg = 11.16 - 15.50) / (1 kg = 8.88 - 12.34)**,"versch. Sorten, auf Soja- oder Weizen-Basis",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_187.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,sub_fleischersatz"
POPP,Veganer Meistersalat,"€ 1,59",1.99,1 kg = 10.60,"Fleischfrei-, Kräuter-Fleischfrei- oder Eifrei-Salat",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_191.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,sub_fleischersatz,sub_frisches_gemuese,sub_salate,tag_ultra_processed"
DR OETKER,Vitalis-Müsli,"€ 5,49",8.79,1 kg = 4.88,Schoko klassisch,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_243.jpg,"cat_grundnahrung,tag_ultra_processed"
PARKSIDE PERFORMANCE,Vlies-Filterbeutel Klasse H PPVFT 30 A1,"€ 19,99",,Kein Mengenpreis,"7-lagige Vliesfilter mit Verschluss Besonders reißfest, mit hoher Staubbindung Staubklasse H (Staubbindung 99,995 %) Passend für Werkstatt-Sauger »PPWD 30« Volumen je ca. 30 l",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_397.jpg,cat_non_food
9 MILE,Vodka,"€ 9,99",14.99,1 l = 14.28) / (1 l = 13.56)**,"zurückhaltende Aromen, wunderbar weich, über Granit gefiltert, 37,5 Vol. %",Nein,Dieses Angebot findest du vom 02.03. bis 04.03. in deiner Kaufland-Filiale.,2026-03-02,2026-03-04,images_kaufland/kaufland_offer_045.jpg,"cat_getraenke,diet_vegetarian"
LENOR,Voll- oder Colorwaschmittel,"€ 17,99",,pro Anwendung = 0.18 - 0.24,"Pulver 4,5 - 4,95 kg, flüssig 4,5 l oder Pods 1,866 kg, = 76 - 100 Anwendungen, versch. Sorten",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_321.jpg,cat_drogerie
