Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
LIV BO,Teleskop-Badregal Bambus,"€ 19,99",,Kein Mengenpreis,"Schafft mehr Platz im Duschbereich 3 Ablagekörbe für Duschutensilien Mit praktischem Haken an jedem Korb Böden aus langlebigem, splitterfreiem Bambus Stange und Ablagekörbe chrombeschichtet Einfache Montage durch Klemmsystem Höhenverstellbar von ca. 123 bis 260 cm Größe ca. B/T 23 x H 123 - 260 cm Belastbarkeit je Korb max. 3 kg 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_492.jpg,cat_non_food,,ref_000430,obs_0000021981,
DEUTSCHE SEE,Thunfisch,"€ 1,99",2.79,1 kg = 10.76 - 17.77,"in Aufguss (Abtropfgewicht 112 - 140 g), in Sonnenblumenöl, in Sauce oder für Pasta, versch. Sorten",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_188.jpg,cat_grundnahrung,BLS-T121100,ref_000431,obs_0000014181|obs_0000012672|obs_0000019969|obs_0000007812|obs_0000010115|obs_0000022276|obs_0000014366|obs_0000022698|obs_0000012718|obs_0000017588|obs_0000009273|obs_0000002621|obs_0000023928|obs_0000001218|obs_0000019150|obs_0000007253|obs_0000029277|obs_0000018024|obs_0000020717|obs_0000008814|obs_0000011256|obs_0000021497|obs_0000024702|obs_0000009874|obs_0000027430|obs_0000027431|obs_0000030136|obs_0000030139|obs_0000002624|obs_0000029517|obs_0000032084|obs_0000028141|obs_0000002806|obs_0000006275|obs_0000005916|obs_0000030325|obs_0000006273|obs_0000010957|obs_0000004968,obs_0000014181|obs_0000012672
BRITA,Tischwasserfilter Marella X,"€ 14,99",UVP 33.89,Kein Mengenpreis,"Aus Kunststoff Reduziert Kalk und geschmacksstörende Stoffe Mit Filterwechselanzeige Ohne Deckel spülmaschinengeeignet Gesamtvolumen ca. 3,5 l Gefiltertes Wasser ca. 2 l Höhe ca. 26 cm Inkl. Filterkartusche »MAXTRA PRO«",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_476.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",,ref_000432,obs_0000011992|obs_0000007628|obs_0000023688,obs_0000007628|obs_0000011992
SEVERIN,Toaster AT 4321,"€ 19,99",UVP 29.99,Kein Mengenpreis,Einstellbarer Bräunungsgrad Auftau- und Aufwärmstufe Brotscheibenzentrierung Automatische Abschaltung bei Verklemmen Mit Krümelschublade 850 W,Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_424.jpg,"cat_non_food,diet_vegetarian,tag_ultra_processed",,ref_000433,obs_0000001822|obs_0000019241|obs_0000020907|obs_0000022090|obs_0000016091|obs_0000020060|obs_0000017380,
SEVERIN,Toaster AT 4327,"€ 19,99",UVP 29.99,Kein Mengenpreis,"Röstzeiteinstellung mit Temperatursensor Auftau-, Aufwärm- und Warmhaltefunktion Krümelschublade Größe ca. B 29 x H/T 16 cm 850 W Inkl. Brötchenaufsatz (zusammenklappbar)",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_416.jpg,"cat_non_food,diet_vegetarian,tag_ultra_processed",,ref_000434,obs_0000001822|obs_0000019241|obs_0000020907|obs_0000022090|obs_0000016091|obs_0000020060|obs_0000017380,
STORCK,Toffifee,"€ 3,33",4.49,1 kg = 8.88,Haselnuss in Caramel mit Nougatcreme und Schokolade,Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_286.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,ref_000435,obs_0000025501|obs_0000024351|obs_0000000800|obs_0000014623|obs_0000025183|obs_0000013564|obs_0000000139|obs_0000006184|obs_0000027816|obs_0000029635|obs_0000005445|obs_0000030155|obs_0000027131|obs_0000009616,obs_0000025501|obs_0000024351|obs_0000000800|obs_0000014623|obs_0000005445|obs_0000025183|obs_0000013564
THE PAPERMAKERS,Toilettenpapier,"€ 5,49",,pro Stück = 0.38) / (pro Stück = 0.35)**,"mit zartem Duft, 4-lagig",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_364.jpg,cat_drogerie,,ref_000436,obs_0000022688|obs_0000022266|obs_0000023943|obs_0000004104|obs_0000000527|obs_0000026151|obs_0000032283|obs_0000031319|obs_0000003677|obs_0000000748|obs_0000024820|obs_0000008438|obs_0000030978|obs_0000030468|obs_0000000261|obs_0000000809|obs_0000003385|obs_0000001341|obs_0000025450|obs_0000001902|obs_0000031100|obs_0000026500|obs_0000013190|obs_0000030599|obs_0000027018|obs_0000024459|obs_0000004531|obs_0000011216|obs_0000009728|obs_0000012324|obs_0000014475|obs_0000010604|obs_0000021523|obs_0000001574|obs_0000007743|obs_0000006210|obs_0000006743|obs_0000009312|obs_0000004726|obs_0000024712|obs_0000014474|obs_0000008852|obs_0000011452|obs_0000030920|obs_0000004299|obs_0000005839|obs_0000027877|obs_0000003872|obs_0000006948|obs_0000031529,obs_0000004104|obs_0000000527|obs_0000026151|obs_0000032283|obs_0000031319|obs_0000003677|obs_0000022688|obs_0000000748|obs_0000024820|obs_0000008438|obs_0000022266|obs_0000030978|obs_0000030468|obs_0000000261|obs_0000000809|obs_0000003385|obs_0000001341|obs_0000025450|obs_0000010604|obs_0000001902|obs_0000031100|obs_0000026500|obs_0000013190|obs_0000023943|obs_0000030599|obs_0000027018|obs_0000024459|obs_0000004531|obs_0000011216|obs_0000009728
MILKANA,Tolle Rolle oder Schmelzkäse-Zubereitung,"€ 2,00",,1 kg = 10.53 - 20.00,"schnittfester Mozzarella oder versch. Sorten Schmelzkäse, 20 - 50 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_159.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed",,ref_000437,obs_0000013343|obs_0000011771|obs_0000008176|obs_0000022302|obs_0000020284|obs_0000022722|obs_0000018885|obs_0000016222|obs_0000017262|obs_0000019704|obs_0000020501|obs_0000017583|obs_0000009669|obs_0000008572|obs_0000016767,obs_0000013343|obs_0000011771
DR OETKER,Tortenguss,"€ 0,69",0.99,1 kg = 18.40 - 19.17,versch. Sorten,Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_228.jpg,"cat_grundnahrung,sub_tk_pizza,tag_ultra_processed",,ref_000438,,
GLADE,Touch Fresh,"€ 1,79",2.45,1 l = 179.00,"Mini-Lufterfrischer, auch als Nachfüllpack, 10 ml, versch. Sorten",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_372.jpg,"cat_drogerie,tag_ultra_processed",,ref_000439,obs_0000032369|obs_0000021124|obs_0000019342|obs_0000019093|obs_0000020286|obs_0000020161|obs_0000019912|obs_0000017756|obs_0000020352,
GIOVANNI RANA,Tradizionali oder Amore di Pesto,"€ 2,00",3.79,1 kg = 8.00,"Cappelletti, Tortelloni oder Ravioli, versch. Sorten",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_179.jpg,"cat_grundnahrung,sub_nudeln,tag_ultra_processed",,ref_000440,obs_0000006282|obs_0000005355|obs_0000018470|obs_0000014397|obs_0000018542|obs_0000000146|obs_0000023226|obs_0000010973|obs_0000017132|obs_0000010535|obs_0000015164|obs_0000021824|obs_0000017744|obs_0000003461|obs_0000012720|obs_0000013814,obs_0000005355
PARKSIDE,Trockenbauspachtel,"€ 2,99",,Kein Mengenpreis,Klinge aus rostfreiem Edelstahl ca. 150 mm 2-Komponenten-Soft-Griff Mit magnetisch wechselbarem Bit 3 Jahre Garantie,Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_460.jpg,cat_non_food,,ref_000441,obs_0000011086,obs_0000011086
K-CARINURA,Ultra-Klumpstreu,"€ 3,95",,1 l = 0.79,"für Katzen, ultra saugstark, mit sich färbenden Signalperlen, von Natur aus antibakteriell",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_401.jpg,cat_drogerie,,ref_000442,obs_0000008705|obs_0000015307|obs_0000009173,
SWITCH ON,Ultraschall-Aroma-Diffuser SOADH12,"€ 12,99",,Kein Mengenpreis,"Luftbefeuchter für ein angenehmes Raumklima Im dekorativem Holz-Design Beleuchtungsfunktion (eine Farbe/Farbwechsel) Timerfunktion (1/3/6 h) Zugabe von Aromaölen möglich Wassertank ca. 300 ml Laufzeit (bei vollem Wassertank) ca. 6 h Kabellänge ca. 2 m Inkl. Aromaöl (Lavendel), Netzteil und Messbecher",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_422.jpg,cat_non_food,,ref_000443,obs_0000024011|obs_0000026327,
WEINBERGER,Ultraschall-Reinigungsgerät 37580,"€ 24,99",,Kein Mengenpreis,"Ultraschallwellen mit 40.000 Schwingungen/sec Ideal für Schmuck, Brillen, Zahnersatz etc. Edelstahl-Tank ca. 600 ml 5 Programmlängen LED-Display mit Sekundenanzeige Inkl. Kunststoffkorb und Uhrenhalter",Nein,Dieses Angebot findest du vom 12.03. bis 18.03. in deiner Kaufland-Filiale.,2026-03-12,2026-03-18,images_kaufland/kaufland_offer_467.jpg,cat_non_food,,ref_000444,obs_0000000574,obs_0000000574
